gender,age,class,embarked,country,fare,sibsp,parch,survived
male,49,victualling crew,Southampton,England,0,0,0,no
male,39,engineering crew,Belfast,England,0,0,0,no
male,44,victualling crew,Belfast,England,0,0,0,no
male,27,engineering crew,Southampton,Guyana,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,yes
male,39,victualling crew,Belfast,England,0,0,0,no
male,17,restaurant staff,Southampton,Italy,0,0,0,no
male,35,victualling crew,Belfast,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,yes
male,20,restaurant staff,Southampton,England,0,0,0,no
male,22,victualling crew,Southampton,England,0,0,0,no
male,27,engineering crew,Southampton,England,0,0,0,no
male,36,engineering crew,Belfast,Ireland,0,0,0,no
male,48,victualling crew,Southampton,England,0,0,0,no
male,38,engineering crew,Southampton,England,0,0,0,no
male,24,engineering crew,Belfast,India,0,0,0,no
male,33,victualling crew,Southampton,England,0,0,0,no
male,41,engineering crew,Southampton,England,0,0,0,yes
male,22,engineering crew,Southampton,England,0,0,0,no
male,44,engineering crew,Southampton,England,0,0,0,no
male,23,victualling crew,Southampton,England,0,0,0,no
male,23,victualling crew,Southampton,England,0,0,0,no
male,39,victualling crew,Southampton,England,0,0,0,no
male,39,victualling crew,Southampton,Wales,0,0,0,no
male,48,victualling crew,Southampton,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,yes
male,34,victualling crew,Southampton,England,0,0,0,no
male,18,engineering crew,Belfast,Northern Ireland,0,0,0,no
male,43,victualling crew,Belfast,England,0,0,0,yes
male,25,deck crew,Southampton,England,0,0,0,yes
male,27,deck crew,Southampton,England,0,0,0,yes
male,27,victualling crew,Belfast,England,0,0,0,no
male,33,engineering crew,Southampton,England,0,0,0,no
male,38,victualling crew,Belfast,England,0,0,0,no
male,22,victualling crew,Belfast,England,0,0,0,no
male,39,engineering crew,Belfast,England,0,0,0,no
male,37,victualling crew,Belfast,England,0,0,0,yes
male,30,engineering crew,Southampton,England,0,0,0,no
male,29,victualling crew,Belfast,England,0,0,0,no
male,42,victualling crew,Southampton,England,0,0,0,no
male,33,engineering crew,Southampton,England,0,0,0,no
male,39,engineering crew,Southampton,England,0,0,0,no
male,30,restaurant staff,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,no
male,23,restaurant staff,Southampton,England,0,0,0,no
male,21,engineering crew,Southampton,England,0,0,0,yes
male,29,engineering crew,Belfast,England,0,0,0,no
male,52,engineering crew,Southampton,England,0,0,0,yes
male,24,deck crew,Belfast,England,0,0,0,yes
male,26,victualling crew,Belfast,England,0,0,0,no
male,46,deck crew,Belfast,Ireland,0,0,0,yes
male,22,victualling crew,Southampton,Wales,0,0,0,yes
male,33,victualling crew,Southampton,England,0,0,0,no
male,44,victualling crew,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
male,33,engineering crew,Southampton,England,0,0,0,no
male,27,deck crew,Southampton,England,0,0,0,yes
male,37,engineering crew,Belfast,England,0,0,0,no
male,27,victualling crew,Southampton,England,0,0,0,no
male,28,victualling crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,30,engineering crew,Belfast,Scotland,0,0,0,no
male,21,engineering crew,Southampton,England,0,0,0,yes
male,45,victualling crew,Belfast,England,0,0,0,no
male,29,engineering crew,Southampton,England,0,0,0,yes
male,37,restaurant staff,Southampton,England,0,0,0,no
male,32,victualling crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,36,victualling crew,Southampton,England,0,0,0,yes
male,31,restaurant staff,Southampton,England,0,0,0,no
male,32,victualling crew,Southampton,England,0,0,0,no
male,38,victualling crew,Belfast,England,0,0,0,no
male,38,victualling crew,Southampton,England,0,0,0,no
male,61,engineering crew,Southampton,England,0,0,0,yes
male,36,engineering crew,Southampton,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,no
female,45,victualling crew,Southampton,England,0,0,0,yes
male,28,victualling crew,Southampton,England,0,0,0,no
male,29,engineering crew,Southampton,England,0,0,0,no
male,41,engineering crew,Southampton,England,0,0,0,no
male,40,victualling crew,Belfast,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
male,28,engineering crew,Belfast,Northern Ireland,0,0,0,yes
male,43,engineering crew,Southampton,England,0,0,0,no
female,45,victualling crew,Southampton,England,0,0,0,yes
male,24,restaurant staff,Southampton,England,0,0,0,no
male,24,engineering crew,Southampton,England,0,0,0,no
male,30,victualling crew,Southampton,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,yes
male,37,victualling crew,Southampton,United States,0,0,0,no
male,35,engineering crew,Belfast,Northern Ireland,0,0,0,yes
male,31,deck crew,Belfast,England,0,0,0,yes
male,22,victualling crew,Southampton,England,0,0,0,yes
male,23,engineering crew,Southampton,England,0,0,0,no
male,41,victualling crew,Southampton,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,no
male,47,victualling crew,Southampton,England,0,0,0,no
male,25,victualling crew,Belfast,England,0,0,0,no
male,54,engineering crew,Southampton,Ireland,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,39,deck crew,Southampton,England,0,0,0,yes
male,21,victualling crew,Southampton,England,0,0,0,no
male,21,victualling crew,Southampton,England,0,0,0,yes
male,40,victualling crew,Belfast,England,0,0,0,yes
male,24,engineering crew,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,no
male,17,victualling crew,Southampton,England,0,0,0,no
male,29,engineering crew,Southampton,England,0,0,0,no
male,17,victualling crew,Southampton,England,0,0,0,no
male,39,engineering crew,Southampton,England,0,0,0,yes
male,40,victualling crew,Southampton,England,0,0,0,yes
male,38,engineering crew,Belfast,England,0,0,0,no
male,54,engineering crew,Southampton,England,0,0,0,no
male,32,victualling crew,Southampton,England,0,0,0,yes
male,21,victualling crew,Southampton,England,0,0,0,yes
male,34,engineering crew,Belfast,Northern Ireland,0,0,0,no
male,23,victualling crew,Southampton,England,0,0,0,no
male,52,victualling crew,Southampton,England,0,0,0,no
male,43,victualling crew,Southampton,England,0,0,0,no
male,45,victualling crew,Belfast,England,0,0,0,no
male,24,engineering crew,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,yes
male,30,victualling crew,Southampton,England,0,0,0,no
male,43,deck crew,Belfast,England,0,0,0,yes
male,28,engineering crew,Southampton,England,0,0,0,yes
male,40,victualling crew,Belfast,England,0,0,0,no
male,26,victualling crew,Southampton,England,0,0,0,no
male,33,engineering crew,Belfast,England,0,0,0,no
male,45,engineering crew,Southampton,England,0,0,0,no
male,37,victualling crew,Belfast,England,0,0,0,no
male,29,deck crew,Southampton,England,0,0,0,yes
male,36,victualling crew,Southampton,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,no
male,43,victualling crew,Belfast,England,0,0,0,no
male,40,victualling crew,Southampton,England,0,0,0,no
male,36,victualling crew,Southampton,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
male,25,victualling crew,Southampton,England,0,0,0,no
male,19,victualling crew,Belfast,England,0,0,0,no
male,29,engineering crew,Belfast,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,46,engineering crew,Belfast,England,0,0,0,no
male,43,victualling crew,Southampton,England,0,0,0,no
male,29,deck crew,Belfast,England,0,0,0,yes
male,22,victualling crew,Southampton,England,0,0,0,no
male,28,victualling crew,Belfast,England,0,0,0,no
male,24,victualling crew,Southampton,England,0,0,0,no
male,29,deck crew,Belfast,England,0,0,0,no
male,29,engineering crew,Southampton,England,0,0,0,no
male,15,victualling crew,Southampton,England,0,0,0,no
male,40,deck crew,Southampton,England,0,0,0,yes
male,33,deck crew,Southampton,England,0,0,0,yes
male,23,engineering crew,Southampton,England,0,0,0,no
male,36,engineering crew,Belfast,England,0,0,0,no
male,38,victualling crew,Belfast,England,0,0,0,no
male,31,victualling crew,Belfast,England,0,0,0,no
male,34,victualling crew,Southampton,England,0,0,0,no
male,18,victualling crew,Southampton,England,0,0,0,no
male,32,victualling crew,Southampton,England,0,0,0,no
male,53,deck crew,Southampton,England,0,0,0,yes
male,23,engineering crew,Southampton,England,0,0,0,yes
male,27,engineering crew,Southampton,England,0,0,0,no
male,41,engineering crew,Southampton,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,yes
male,31,victualling crew,Southampton,England,0,0,0,no
male,28,deck crew,Belfast,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,yes
male,31,victualling crew,Southampton,England,0,0,0,no
male,19,engineering crew,Southampton,England,0,0,0,no
male,21,victualling crew,Southampton,England,0,0,0,no
male,20,victualling crew,Southampton,England,0,0,0,no
male,33,engineering crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,22,victualling crew,Belfast,England,0,0,0,no
male,59,engineering crew,Southampton,England,0,0,0,no
male,38,restaurant staff,Southampton,France,0,0,0,no
male,27,engineering crew,Southampton,Wales,0,0,0,no
male,35,victualling crew,Belfast,England,0,0,0,no
male,29,restaurant staff,Southampton,England,0,0,0,no
male,28,restaurant staff,Southampton,England,0,0,0,no
male,55,victualling crew,Belfast,England,0,0,0,no
male,25,victualling crew,Southampton,England,0,0,0,no
female,24,victualling crew,Southampton,England,0,0,0,yes
male,23,deck crew,Belfast,England,0,0,0,yes
male,38,engineering crew,Southampton,England,0,0,0,no
male,41,victualling crew,Belfast,England,0,0,0,yes
male,17,victualling crew,Southampton,England,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,no
male,32,deck crew,Southampton,England,0,0,0,yes
male,21,victualling crew,Southampton,England,0,0,0,no
male,24,restaurant staff,Southampton,England,0,0,0,no
male,32,victualling crew,Belfast,England,0,0,0,yes
male,31,engineering crew,Southampton,England,0,0,0,yes
male,38,engineering crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,40,engineering crew,Southampton,England,0,0,0,yes
male,44,engineering crew,Southampton,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,no
male,30,victualling crew,Southampton,England,0,0,0,yes
male,18,victualling crew,Southampton,England,0,0,0,no
male,23,engineering crew,Belfast,Scotland,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,yes
male,43,engineering crew,Belfast,England,0,0,0,no
male,37,engineering crew,Southampton,England,0,0,0,no
male,30,victualling crew,Southampton,England,0,0,0,no
male,44,engineering crew,Belfast,England,0,0,0,no
male,28,victualling crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,Scotland,0,0,0,no
male,36,victualling crew,Belfast,England,0,0,0,no
male,34,victualling crew,Southampton,Ireland,0,0,0,no
male,35,victualling crew,Southampton,England,0,0,0,no
male,18,victualling crew,Southampton,England,0,0,0,no
male,28,victualling crew,Southampton,Ireland,0,0,0,no
male,20,victualling crew,Southampton,England,0,0,0,no
male,42,deck crew,Southampton,England,0,0,0,no
male,48,victualling crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,36,victualling crew,Southampton,England,0,0,0,no
male,43,engineering crew,Southampton,England,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,no
male,33,victualling crew,Southampton,England,0,0,0,no
male,49,victualling crew,Southampton,England,0,0,0,yes
male,21,victualling crew,Southampton,England,0,0,0,no
male,43,engineering crew,Southampton,England,0,0,0,yes
male,20,victualling crew,Southampton,England,0,0,0,no
male,41,engineering crew,Southampton,England,0,0,0,no
male,46,victualling crew,Belfast,England,0,0,0,no
male,34,victualling crew,Southampton,England,0,0,0,no
male,55,victualling crew,Belfast,England,0,0,0,no
female,40,victualling crew,Southampton,England,0,0,0,yes
male,36,victualling crew,Belfast,England,0,0,0,no
male,22,victualling crew,Southampton,England,0,0,0,no
female,50,victualling crew,Southampton,England,0,0,0,yes
male,18,engineering crew,Southampton,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,yes
male,41,deck crew,Southampton,England,0,0,0,yes
male,35,victualling crew,Southampton,England,0,0,0,no
male,25,victualling crew,Belfast,United States,0,0,0,no
male,26,victualling crew,Belfast,England,0,0,0,no
male,27,victualling crew,Southampton,England,0,0,0,yes
male,24,victualling crew,Southampton,England,0,0,0,no
male,20,engineering crew,Southampton,England,0,0,0,no
male,47,engineering crew,Southampton,England,0,0,0,no
male,38,deck crew,Belfast,England,0,0,0,yes
male,30,engineering crew,Southampton,England,0,0,0,yes
male,40,victualling crew,Belfast,England,0,0,0,yes
male,41,victualling crew,Belfast,England,0,0,0,no
male,29,engineering crew,Southampton,England,0,0,0,no
male,33,victualling crew,Southampton,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
male,36,engineering crew,Southampton,England,0,0,0,no
male,20,victualling crew,Southampton,England,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,no
male,29,deck crew,Belfast,Wales,0,0,0,yes
male,25,deck crew,Southampton,England,0,0,0,yes
male,31,victualling crew,Belfast,England,0,0,0,yes
male,45,victualling crew,Southampton,England,0,0,0,no
male,26,deck crew,Southampton,Ireland,0,0,0,no
male,24,victualling crew,Southampton,England,0,0,0,no
male,34,victualling crew,Southampton,England,0,0,0,no
male,32,engineering crew,Belfast,Scotland,0,0,0,no
male,36,victualling crew,Belfast,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,yes
male,40,victualling crew,Southampton,England,0,0,0,no
male,50,victualling crew,Southampton,United States,0,0,0,no
male,27,engineering crew,Southampton,England,0,0,0,no
male,27,victualling crew,Southampton,Scotland,0,0,0,no
male,21,victualling crew,Southampton,England,0,0,0,no
female,28,victualling crew,Southampton,England,0,0,0,yes
male,40,engineering crew,Southampton,England,0,0,0,no
female,20,restaurant staff,Southampton,England,0,0,0,yes
female,39,victualling crew,Southampton,Channel Islands,0,0,0,yes
male,25,engineering crew,Southampton,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,yes
male,39,engineering crew,Southampton,England,0,0,0,no
male,30,deck crew,Southampton,England,0,0,0,no
male,29,deck crew,Southampton,Wales,0,0,0,no
male,20,restaurant staff,Southampton,England,0,0,0,no
male,25,restaurant staff,Southampton,England,0,0,0,yes
male,30,deck crew,Belfast,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
male,59,engineering crew,Southampton,England,0,0,0,no
male,31,victualling crew,Belfast,England,0,0,0,yes
male,28,engineering crew,Southampton,England,0,0,0,no
male,53,victualling crew,Belfast,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,yes
male,38,engineering crew,Southampton,England,0,0,0,no
male,23,engineering crew,Southampton,NA,0,0,0,no
male,38,victualling crew,Southampton,England,0,0,0,no
male,47,deck crew,Southampton,Ireland,0,0,0,yes
male,38,engineering crew,Southampton,England,0,0,0,no
male,36,victualling crew,Belfast,Scotland,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,no
male,29,engineering crew,Southampton,England,0,0,0,yes
male,34,engineering crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,36,deck crew,Southampton,Ireland,0,0,0,yes
male,17,victualling crew,Southampton,England,0,0,0,no
male,38,engineering crew,Southampton,England,0,0,0,no
male,21,engineering crew,Southampton,England,0,0,0,yes
male,30,victualling crew,Belfast,England,0,0,0,yes
female,40,victualling crew,Southampton,England,0,0,0,yes
male,23,victualling crew,Belfast,England,0,0,0,yes
male,21,victualling crew,Belfast,England,0,0,0,no
male,36,victualling crew,Belfast,England,0,0,0,no
male,44,victualling crew,Belfast,England,0,0,0,no
male,26,engineering crew,Belfast,Northern Ireland,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,no
male,22,engineering crew,Belfast,Northern Ireland,0,0,0,no
male,34,victualling crew,Southampton,England,0,0,0,no
male,27,engineering crew,Belfast,Ireland,0,0,0,no
male,28,victualling crew,Southampton,England,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,no
male,26,engineering crew,Belfast,Scotland,0,0,0,no
male,32,engineering crew,Belfast,Northern Ireland,0,0,0,no
male,51,victualling crew,Southampton,England,0,0,0,yes
male,46,engineering crew,Southampton,England,0,0,0,no
male,53,victualling crew,Belfast,Lebanon,0,0,0,no
male,19,engineering crew,Southampton,England,0,0,0,no
male,20,restaurant staff,Southampton,Spain,0,0,0,no
male,23,restaurant staff,Southampton,England,0,0,0,no
male,24,deck crew,Belfast,England,0,0,0,no
male,39,victualling crew,Southampton,England,0,0,0,no
male,32,deck crew,Southampton,England,0,0,0,yes
male,29,engineering crew,Southampton,England,0,0,0,yes
male,22,engineering crew,Southampton,England,0,0,0,no
male,44,engineering crew,Southampton,England,0,0,0,no
male,42,victualling crew,Southampton,England,0,0,0,no
male,27,engineering crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,28,victualling crew,Belfast,England,0,0,0,yes
male,23,engineering crew,Southampton,England,0,0,0,no
male,36,victualling crew,Belfast,England,0,0,0,no
male,24,engineering crew,Belfast,Scotland,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,no
male,20,victualling crew,Southampton,Scotland,0,0,0,no
male,39,deck crew,Belfast,Scotland,0,0,0,no
male,42,restaurant staff,Southampton,Italy,0,0,0,no
male,26,victualling crew,Southampton,England,0,0,0,yes
male,30,engineering crew,Southampton,England,0,0,0,no
male,33,engineering crew,Southampton,England,0,0,0,no
male,39,victualling crew,Southampton,England,0,0,0,no
male,48,deck crew,Belfast,Australia,0,0,0,no
male,46,victualling crew,Southampton,England,0,0,0,no
male,35,victualling crew,Southampton,England,0,0,0,yes
male,30,engineering crew,Southampton,Scotland,0,0,0,no
male,42,engineering crew,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
male,21,engineering crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,yes
male,30,engineering crew,Southampton,England,0,0,0,yes
male,29,engineering crew,Southampton,England,0,0,0,yes
male,44,victualling crew,Belfast,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
male,27,victualling crew,Southampton,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,yes
male,27,deck crew,Belfast,Channel Islands,0,0,0,yes
male,63,deck crew,Belfast,England,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,no
male,39,victualling crew,Southampton,Scotland,0,0,0,no
male,32,victualling crew,Belfast,England,0,0,0,no
male,27,deck crew,Southampton,England,0,0,0,yes
male,36,engineering crew,Southampton,England,0,0,0,yes
male,43,victualling crew,Southampton,Wales,0,0,0,no
male,17,victualling crew,Southampton,England,0,0,0,no
male,19,restaurant staff,Southampton,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,no
male,29,engineering crew,Southampton,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,no
male,45,engineering crew,Belfast,England,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,no
male,27,engineering crew,Belfast,England,0,0,0,no
male,18,victualling crew,Southampton,England,0,0,0,no
male,45,deck crew,Southampton,England,0,0,0,yes
male,24,victualling crew,Southampton,England,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,yes
male,25,victualling crew,Southampton,England,0,0,0,yes
male,21,restaurant staff,Southampton,England,0,0,0,no
male,39,engineering crew,Southampton,England,0,0,0,yes
male,34,victualling crew,Southampton,England,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,no
male,49,victualling crew,Belfast,England,0,0,0,no
male,20,restaurant staff,Southampton,England,0,0,0,no
male,17,restaurant staff,Southampton,England,0,0,0,no
male,22,victualling crew,Southampton,England,0,0,0,no
male,37,deck crew,Belfast,England,0,0,0,yes
male,20,restaurant staff,Southampton,England,0,0,0,no
male,48,victualling crew,Southampton,England,0,0,0,no
male,32,victualling crew,Southampton,England,0,0,0,no
male,19,engineering crew,Southampton,England,0,0,0,yes
male,23,engineering crew,Southampton,England,0,0,0,no
male,26,deck crew,Southampton,England,0,0,0,yes
male,25,victualling crew,Southampton,England,0,0,0,no
male,30,victualling crew,Southampton,Germany,0,0,0,yes
male,23,victualling crew,Belfast,England,0,0,0,yes
male,27,engineering crew,Southampton,England,0,0,0,no
male,25,victualling crew,Belfast,England,0,0,0,no
male,35,restaurant staff,Southampton,England,0,0,0,no
male,17,restaurant staff,Southampton,England,0,0,0,no
male,33,restaurant staff,Southampton,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,no
male,34,deck crew,Belfast,England,0,0,0,yes
male,18,victualling crew,Southampton,England,0,0,0,no
male,24,engineering crew,Southampton,England,0,0,0,yes
male,28,restaurant staff,Southampton,England,0,0,0,no
male,33,deck crew,Southampton,Channel Islands,0,0,0,yes
male,33,engineering crew,Southampton,England,0,0,0,no
male,36,victualling crew,Southampton,England,0,0,0,no
male,34,victualling crew,Southampton,England,0,0,0,no
male,22,victualling crew,Southampton,England,0,0,0,yes
male,30,engineering crew,Southampton,England,0,0,0,yes
male,23,victualling crew,Southampton,England,0,0,0,yes
male,20,engineering crew,Southampton,England,0,0,0,no
male,17,restaurant staff,Southampton,England,0,0,0,no
female,36,victualling crew,Southampton,England,0,0,0,yes
male,23,victualling crew,Southampton,England,0,0,0,no
male,24,engineering crew,Southampton,England,0,0,0,yes
male,21,victualling crew,Southampton,England,0,0,0,yes
male,46,victualling crew,Belfast,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
male,23,victualling crew,Southampton,England,0,0,0,no
male,20,victualling crew,Southampton,England,0,0,0,yes
male,31,engineering crew,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,yes
male,44,victualling crew,Belfast,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,no
male,29,engineering crew,Southampton,England,0,0,0,yes
male,50,victualling crew,Belfast,England,0,0,0,no
male,38,victualling crew,Belfast,Channel Islands,0,0,0,no
male,21,restaurant staff,Southampton,England,0,0,0,no
male,32,victualling crew,Belfast,England,0,0,0,yes
male,20,engineering crew,Southampton,England,0,0,0,no
male,55,victualling crew,Southampton,England,0,0,0,no
male,34,engineering crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,31,victualling crew,Belfast,England,0,0,0,no
male,22,restaurant staff,Southampton,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,yes
male,25,victualling crew,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,36,engineering crew,Southampton,England,0,0,0,no
male,22,victualling crew,Southampton,England,0,0,0,no
male,30,victualling crew,Southampton,England,0,0,0,no
male,22,restaurant staff,Southampton,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,no
male,19,victualling crew,Southampton,England,0,0,0,no
male,37,victualling crew,Belfast,England,0,0,0,no
male,40,victualling crew,Belfast,Wales,0,0,0,no
male,35,engineering crew,Southampton,England,0,0,0,no
female,41,victualling crew,Southampton,England,0,0,0,yes
male,30,victualling crew,Southampton,England,0,0,0,no
female,41,victualling crew,Southampton,England,0,0,0,yes
male,31,victualling crew,Southampton,England,0,0,0,no
male,27,victualling crew,Southampton,Ireland,0,0,0,no
male,36,victualling crew,Southampton,England,0,0,0,yes
male,23,restaurant staff,Southampton,England,0,0,0,no
male,26,engineering crew,Belfast,England,0,0,0,no
male,49,restaurant staff,Southampton,England,0,0,0,no
male,31,victualling crew,Belfast,England,0,0,0,no
male,32,deck crew,Belfast,England,0,0,0,yes
male,24,engineering crew,Southampton,England,0,0,0,no
male,58,victualling crew,Belfast,England,0,0,0,yes
male,17,victualling crew,Southampton,England,0,0,0,no
male,27,engineering crew,Southampton,England,0,0,0,no
male,28,victualling crew,Southampton,Channel Islands,0,0,0,no
male,33,victualling crew,Southampton,Canada,0,0,0,yes
male,24,restaurant staff,Southampton,Italy,0,0,0,no
male,25,restaurant staff,Southampton,England,0,0,0,no
male,47,victualling crew,Southampton,Wales,0,0,0,no
male,30,engineering crew,Southampton,England,0,0,0,no
male,24,restaurant staff,Southampton,England,0,0,0,no
male,26,victualling crew,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,no
male,23,victualling crew,Southampton,England,0,0,0,yes
male,31,deck crew,Southampton,England,0,0,0,no
male,33,deck crew,Southampton,England,0,0,0,yes
male,42,restaurant staff,Southampton,Italy,0,0,0,no
male,41,engineering crew,Southampton,Northern Ireland,0,0,0,no
male,28,engineering crew,Southampton,England,0,0,0,yes
male,20,victualling crew,Southampton,England,0,0,0,no
male,55,victualling crew,Southampton,England,0,0,0,no
male,25,victualling crew,Southampton,England,0,0,0,no
male,24,engineering crew,Southampton,England,0,0,0,yes
male,40,engineering crew,Southampton,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,yes
male,24,restaurant staff,Southampton,England,0,0,0,no
male,25,victualling crew,Southampton,England,0,0,0,yes
male,42,victualling crew,Southampton,England,0,0,0,no
male,40,victualling crew,Belfast,England,0,0,0,no
male,32,engineering crew,Southampton,England,0,0,0,no
male,20,engineering crew,Southampton,England,0,0,0,yes
male,32,engineering crew,Southampton,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,yes
male,19,engineering crew,Southampton,England,0,0,0,no
male,29,victualling crew,Belfast,England,0,0,0,no
male,31,victualling crew,Southampton,England,0,0,0,yes
male,24,victualling crew,Southampton,England,0,0,0,no
male,37,victualling crew,Southampton,England,0,0,0,no
male,37,deck crew,Southampton,Northern Ireland,0,0,0,no
male,23,victualling crew,Southampton,England,0,0,0,no
male,23,engineering crew,Southampton,England,0,0,0,no
male,41,victualling crew,Belfast,England,0,0,0,no
male,33,victualling crew,Southampton,England,0,0,0,no
male,36,victualling crew,Belfast,England,0,0,0,no
female,28,victualling crew,Southampton,Northern Ireland,0,0,0,yes
male,31,engineering crew,Belfast,England,0,0,0,no
female,30,victualling crew,Southampton,England,0,0,0,yes
male,40,engineering crew,Southampton,England,0,0,0,no
male,29,victualling crew,Belfast,Scotland,0,0,0,no
male,62,deck crew,Southampton,England,0,0,0,no
male,22,engineering crew,Southampton,England,0,0,0,no
female,45,victualling crew,Southampton,England,0,0,0,yes
male,40,victualling crew,Southampton,England,0,0,0,no
male,38,victualling crew,Southampton,England,0,0,0,no
male,27,engineering crew,Southampton,England,0,0,0,no
male,20,victualling crew,Belfast,England,0,0,0,no
male,39,engineering crew,Belfast,Scotland,0,0,0,no
male,24,victualling crew,Southampton,England,0,0,0,no
male,35,victualling crew,Southampton,NA,0,0,0,no
male,33,victualling crew,Southampton,England,0,0,0,no
male,26,deck crew,Southampton,England,0,0,0,no
female,22,victualling crew,Southampton,England,0,0,0,no
male,41,engineering crew,Southampton,England,0,0,0,no
male,26,engineering crew,Southampton,England,0,0,0,no
male,21,engineering crew,Southampton,England,0,0,0,yes
male,36,engineering crew,Southampton,England,0,0,0,yes
male,38,victualling crew,Southampton,England,0,0,0,no
male,31,engineering crew,Southampton,England,0,0,0,no
female,47,victualling crew,Southampton,England,0,0,0,yes
male,36,victualling crew,Belfast,England,0,0,0,no
male,30,engineering crew,Southampton,NA,0,0,0,no
male,28,victualling crew,Belfast,Scotland,0,0,0,yes
male,20,engineering crew,Southampton,England,0,0,0,no
male,33,victualling crew,Southampton,England,0,0,0,no
male,29,victualling crew,Southampton,England,0,0,0,no
male,25,engineering crew,Southampton,England,0,0,0,yes
