original_title,title,homepage,budget,original_language,overview,popularity,release_date,revenue,runtime,tagline,vote_average,vote_count
Tarnation,Tarnation,,218,en,"Filmmaker Jonathan Caouette's documentary on growing up with his schizophrenic mother -- a mixture of snapshots, Super-8, answering machine messages, video diaries, early short films, and more -- culled from 19 years of his life.",1.063439,19/10/2003,1162014,91,,7.5,22
I Want Your Money,I Want Your Money,http://www.iwantyourmoney.net/,0,en,"Two versions of the American dream now stand in sharp contrast. One views the money you earned as yours and best allocated by you; the other believes that an elite in Washington knows best how to allocate your wealth. One champions the traditional American dream, which has played out millions of times through generations of Americans, of improving one's lot in life and even daring to dream and build big. The other holds that there is no end to the ""good"" the government can do by taking and spending other peoples' money in an ever-burgeoning list of programs. The documentary film I Want Your Money exposes the high cost in lost freedom and in lost opportunity to support a Leviathan-like bureaucratic state.",0.084344,06/07/2010,0,92,The film contrasts two views of role that the federal government should play in our daily lives using the words and actions of Ronald Reagan and Barack Obama.,3.8,5
Love in the Time of Monsters,Love in the Time of Monsters,,0,en,Two sisters travel to a cheesy tourist trap where they battle toxic monsters dressed in bigfoot costumes in order to save the ones they love.,0.133619,08/03/2014,0,0,,5,2
...E tu vivrai nel terrore! L'aldilà,The Beyond,,0,it,"A young woman inherits an old hotel in Louisiana where after a series of supernatural 'accidents', she learns that the building was built over one of the entrances to Hell.",8.022122,22/04/1981,0,87,"The seven dreaded gateways to Hell are concealed in seven cursed places… And from the day the gates of Hell are opened, the dead will walk the earth.",6.6,117
What Happens in Vegas,What Happens in Vegas,,35000000,da,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",38.100488,07/05/2008,170000000,99,Get Lucky,5.8,923
The Dark Hours,The Dark Hours,,500000,en,"Dr. Samantha Goodman is a beautiful, young psychiatrist. Burnt out, she drives to the family’s winter cottage to spend time with her husband and sister. A relaxing weekend is jarringly interrupted when a terrifying and unexpected guest arrives. What follows is an extraordinary night of terror and evil mind games where escape is not an option.",1.428483,11/03/2005,0,80,,5.5,22
My Beautiful Laundrette,My Beautiful Laundrette,,860000,en,"Omar, a homosexual Pakistani boy living in London with his alcoholic father, lifts a chunk of drug money from another Pakistani and, with his lover Johnny, decides to renovate a grungy laundrette.",3.703005,07/09/1985,2451545,97,,6.6,51
Fabled,Fabled,,0,en,"Joseph just broke up with his girlfriend and is not taking it very well. He thinks she is plotting against him with their mutual psychiatrist. His dog is missing and he suspects the people at work might be behind it. Then there is the unshakable guilt over his past. It just might all be bearable, somehow possible to live through, if it weren't for those damned 'monsters' that keep trying to kill him. Through an allegorical 'fable' that is told in parallel with Joseph's struggle, we are left to decide for ourselves in the end, who is the crow and who is the wolf., was someone out to get Joseph, was it a stroke of bad luck, or was it all in his head?",0.003352,01/01/2002,0,84,There once was a wolf named Lupold...,0,0
Show Me,Show Me,,0,en,"When two squeegee kids descend upon Sarah and her luxury sedan, the fuse is lit on a tense cat and mouse tale of captors and captives. Sarah is forced to continue her trip to an isolated cottage where the twisted trio bait and entice one another in a reckless search for truth.",0.231297,23/09/2004,0,97,,5.6,4
Viskningar och rop,Cries and Whispers,,0,sv,"When a woman dying of cancer in turn-of-the century Sweden is visited by her two sisters, long repressed feelings between the siblings rise to the surface.",11.347855,21/12/1972,0,91,A haunting and shattering film experience.,7.8,115
Intolerance,Intolerance,,385907,en,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",3.232447,04/09/1916,8394751,197,The Cruel Hand of Intolerance,7.4,60
Trekkies,Trekkies,,0,en,A hilarious look at the universe's most fervent fans.,2.77754,18/10/1997,0,86,,6.3,22
The Broadway Melody,The Broadway Melody,,379000,en,"Harriet and Queenie Mahoney, a vaudeville act, come to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. Eddie was in love with Harriet, but when he meets Queenie, he falls in love to her, but she is courted by Jock Warriner, a member of the New Yorker high society. It takes a while till Queenie recognizes, that she is for Jock nothing more than a toy, and it also takes a while till Harriet recognizes, that Eddie is in love with Queenie",0.968865,08/02/1929,4358000,100,The pulsating drama of Broadway's bared heart speaks and sings with a voice to stir your soul!,5,19
The Evil Dead,The Evil Dead,,350000,en,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",35.037625,15/10/1981,29400000,85,The Ultimate Experience In Grueling Terror,7.3,894
Maniac,Maniac,,6000000,en,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.",19.331884,26/12/2012,31081,89,I Warned You Not to Go Out Tonight.,6,316
Censored Voices,Censored Voices,http://www.censoredvoices.com/,0,en,"The 1967 'Six-Day' war ended with Israel's decisive victory; conquering Jerusalem, Gaza, Sinai and the West Bank. It is a war portrayed, to this day, as a righteous undertaking - a radiant emblem of Jewish pride. One week after the war, a group of young kibbutzniks, led by renowned author Amos Oz, recorded intimate conversations with soldiers returning from the battlefield. The recording revealed an honest look at the moment Israel turned from David to Goliath. The Israeli army censored the recordings, allowing the kibbutzniks to publish only a fragment of the conversations. 'Censored Voices' reveals the original recordings for the first time.",0.59458,24/01/2015,0,84,"The Six-Day War, Uncut.",5.1,8
Murderball,Murderball,,300000,en,"Quadriplegics, who play full-contact rugby in wheelchairs, overcome unimaginable obstacles to compete in the Paralympic Games in Athens, Greece.",1.085909,22/07/2005,1750211,88,,6.9,23
American Ninja 2: The Confrontation,American Ninja 2: The Confrontation,,0,en,"On a remote Caribbean island, Army Ranger Joe Armstrong saves an old friend from the clutches of ""The Lion"", an evil super-criminal who has kidnapped a local scientist and mass-produced an army of mutant Ninja warriors.",5.061107,01/05/1987,0,90,,4.9,49
51 Birch Street,51 Birch Street,http://www.51birchstreet.com/index.php,0,en,"Documentary filmmaker Doug Block had every reason to believe his parents' 54-year marriage was a good one. But when his mother dies unexpectedly and his father swiftly marries his former secretary, he discovers two parents who are far more complex and troubled than he ever imagined. 51 Birch Street is a riveting personal documentary that explores a universal human question: how much about your parents do you really want to know?",0.049921,18/10/2006,0,90,Do you really want to know your parents?,6.8,6
Rotor DR1,Rotor DR1,,350000,en,"In a post-apocalyptic world where half the population is dead or missing and the sky is full of autonomous drones, a 16-year-old boy named Kitch sets out to find his father, joined by DR1, his drone companion.",0.249561,20/10/2015,0,98,,4.7,3
12 Angry Men,12 Angry Men,,350000,en,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",59.259204,25/03/1957,1000000,96,Life is in their hands. Death is on their minds.,8.2,2078
My Dog Tulip,My Dog Tulip,,0,en,The story of a man who rescues a German shepherd and how the two become fast friends.,1.170257,01/01/2009,246574,83,"Sometimes, love really is a bitch.",7.6,9
It Happened One Night,It Happened One Night,,325000,en,"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!",11.871424,22/02/1934,4500000,105,TOGETHER... for the first time,7.7,275
Κυνόδοντας,Dogtooth,http://www.dogtooth.gr/,0,el,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",28.858238,01/06/2009,110197,94,The cat is the most feared animal there is!,6.9,332
Tupac: Resurrection,Tupac: Resurrection,http://www.tupac-resurrection.com/,300000,en,"Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop MCs of all time.",1.314576,23/01/2003,7808524,112,In his own words,8,26
Tumbleweeds,Tumbleweeds,,312000,en,"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.",1.505703,28/11/1999,1281176,102,They ran away from everything but each other.,6.2,11
The Prophecy,The Prophecy,,8,en,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",11.818333,01/09/1995,16,98,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth.",6.4,138
Chacun Cherche Son Chat,When the Cat's Away,,0,fr,"When Chloe (Garance Clavel), a young Parisian, decides to take a long-overdue vacation, she has to find someone to look after Gris-Gris, her beloved cat. Everyone, including her gay male roommate, refuses to help her, but she finally makes an arrangement with the elderly Madame Renée (Renée Le Calm), who often watches over other peoples' cats and dogs. However, when Chloe comes back, Madame Renée tells her that unfortunately the cat has been lost, and the unlucky owner goes on a search for her dear animal friend. While looking for the cat, she meets many colorful characters who populate the neighborhood.",1.410387,03/04/1996,0,91,No man. No job. No cat.,6.1,16
Pieces of April,Pieces of April,http://www.piecesofaprilmovie.com/,300000,en,"Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",4.270596,19/01/2003,0,81,She's the one in every family.,6.4,64
The Big Swap,The Big Swap,,0,en,"In this British drama, Ellen (Sorcha Brooks) and Jack (Antony Edridge) recall a time when they traded partners, and their remarks set a partner-swapping party in motion among four other couples. As the long night's journey into sex progresses, various fears and anxieties surface. Shown at Montreal's 1997 World Film Festival and the 1997 San Sebastian Film Festival.",0.627763,11/06/1998,0,0,,0,0
Old Joy,Old Joy,,300000,en,Two old pals reunite for a camping trip in Oregon's Cascade Mountains.,1.673208,01/01/2006,0,73,,6.3,36
Wendy and Lucy,Wendy and Lucy,,200000,en,"Wendy, a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet.",0.713906,22/05/2008,0,80,"On the long road, friendship is everything.",6.4,64
3 Backyards,3 Backyards,,0,en,The story of three people from the same suburban town during the course of one curious autumn day.,0.17817,01/01/2010,0,88,,4.8,4
Pierrot le fou,Pierrot le Fou,,300000,fr,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",7.791898,29/08/1965,0,110,,7.6,127
Sisters in Law,Sisters in Law,,0,en,"Set in Kumba in South West Cameroon Sisters in Law follows Adultery, Rape and Abuse cases led by a Female Judge.",0.025211,03/09/2005,0,104,,7.3,2
Ayurveda: Art of Being,Ayurveda: Art of Being,,300000,en,"Ayurveda is a science of life and a healing art, where body, mind and spirit are given equal importance. This voyage of thousands of miles across India and abroad takes you on a unique poetic journey, where we encounter remarkable men of medicine or simply a villager who lives in harmony with nature. ""Hope is nature's way of enabling us to survive so that we can discover nature itself.""",0.055868,20/09/2001,2074000,101,,5.5,3
Nothing But a Man,Nothing But a Man,,0,en,A proud black man and his school-teacher wife face discriminatory challenges in 1960s America.,0.008453,01/01/1964,0,95,,7,2
"First Love, Last Rites","First Love, Last Rites",,300000,en,Joey and Sissel are two misfits spending most of their time together talking or having sex. Gradually and slowly their relationships are becoming boring for them.,0.374291,07/08/1998,40542,94,,3,1
Fighting Tommy Riley,Fighting Tommy Riley,,0,en,"An aging trainer and a young fighter, both in need of a second chance, team-up to overcome the demons of their past...and chase the dreams of their future.",0.045429,06/05/2005,0,0,,5.3,4
Royal Kill,Royal Kill,,0,en,"A fearsome warrior from the Kingdom of Samarza arrives in America to assassinate a high school girl. The girl does not know it, but she is the last living heir to the Kingdom. A noble guard arrives in America to protect the young princess.",1.088501,10/04/2009,0,90,,2.8,6
The Looking Glass,The Looking Glass,http://www.lookingglassfilm.com/,0,en,"Troubled 13-year-old Julie loses her mother and must go to Indiana to live with her grandmother Karen. A former star of stage and screen, Karen has the early stages of Alzheimer's and wants to pass on all she knows to her granddaughter before it's too late. Will their troubled relationship allow this to happen?",0.062979,23/10/2015,0,110,,7,1
Death Race 2000,Death Race 2000,,300000,en,"In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance.",6.473667,27/04/1975,8000000,80,A Cross Country Road Wreck!,5.9,124
Locker 13,Locker 13,http://www.locker13.com/,0,en,"The story of Skip, a young ex-convict who takes a position as a night janitor at an old-west theme park. His supervisor Archie, teaches him the ropes, but more importantly attempts to convey critical philosophical messages through a series of four stories: a down and out boxer is given the opportunity to become a real golden gloves killer; an assassin kidnaps three people in order to find out who hired him for his latest hit; a new recruit is initiated into a lodge of fez-wearing businessmen where hazing can take a malevolent turn; and a member of a suicide club introduces real fear into a man about to jump to his death.",1.905197,29/03/2014,0,90,,6.8,3
Midnight Cabaret,Midnight Cabaret,,0,en,"A Broadway producer puts on a play with a Devil character in it. Soon the actors begin having nightmares, and events that are mentioned in the play really start happening.",0.001389,01/01/1990,0,94,The hot spot where Satan's waitin'.,0,0
Anderson's Cross,Anderson's Cross,,300000,en,"Nick Anderson, Kevin Daniels, and Tracey Green do everything together. They are the best of friends, and yet they couldn't be more different. Neighbors from adolescence, they finish each other's thoughts and sentences, joys and pains, happiness and tears. Using Nick's house as their own members only clubhouse, they escape into their own world of contentment. Yet the inevitable intrusion of others tests their stability in ways never imagined.",0.006323,20/05/2010,0,98,Sometimes the boy next door is more than the boy next door...,0,0
Bizarre,Bizarre,,0,en,"Maurice, a reticent young homeless man, somehow manages to get by in Brooklyn; he spends his nights in parked cars until he finds himself at Bizarre, an underground club renowned for its burlesque shows. Maurice is fascinated by the club’s playful revues celebrating self-determined sexuality and creative otherness, and the two female club owners both adore him. He soon becomes a part of their self-selected family, and begins to bond with introverted Luka. But Maurice turns his back on Luka’s growing affection. Running away from his true emotions he drifts aimlessly through the city. He tries to find his feet at a boxing club, where he meets Charlie. Unable to withstand the pressure of his repressed feelings, Maurice unleashes a mounting foment of emotions, pervaded by tenderness and menace.",0.583446,07/02/2015,0,99,,6.2,11
Graduation Day,Graduation Day,,0,en,"After a high school track runner, named Laura, suddenly dies from a heart attack after finishing a 30-second 200-meter race, a killer wearing a sweat suit and a fencing mask begins killing off her friends on the school track team one by one. The suspects include the track coach Michaels, Laura's sister Anne who arrives in town for the funeral, the creepy school principal Mr. Guglione, and Laura's strange boyfriend Kevin.",1.452199,01/05/1981,0,96,Some kids are dying to graduate...,5,22
Some Guy Who Kills People,Some Guy Who Kills People,http://someguywhokillspeople.com/,300000,en,"A former mental patient's repressed anger reaches the boiling point, leading him to embark on a mission of revenge against the thugs who once subjected him to severe physical and mental trauma.",2.733725,14/04/2011,0,97,Your number is up.,5.7,45
Compliance,Compliance,http://www.magpictures.com/compliance/,0,en,"Sandra is the manager at a fast-food restaurant, and Becky is her teenaged counter girl who really needs the job. One stressful day, a police officer telephones and accuses Becky of stealing money from a customer’s purse, which Becky vehemently denies. Sandra, overwhelmed by her managerial responsibilities, complies with the officer’s orders to detain Becky, beginning a nightmare that tragically blurs the lines between expedience, prudence, legality and reason.",8.942203,23/08/2012,319285,90,Power. Manipulation. Obedience.,6.3,221
Chasing Amy,Chasing Amy,http://www.viewaskew.com/chasingamy/,250000,en,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",20.601483,04/04/1997,12021272,113,It's not who you love. It's how.,6.7,433
Lovely & Amazing,Lovely & Amazing,,250000,en,Self-esteem and insecurity are at the heart of this comedy about the relationship between a mother and her three confused daughters.,1.45917,31/08/2001,4186931,91,,6.3,23
Death Calls,Death Calls,,0,en,"An action-packed love story on the Mexican border featuring oppression, revenge, reincarnation and rebirth.",0.005883,01/09/2010,0,0,,0,0
Better Luck Tomorrow,Better Luck Tomorrow,,0,en,A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.,3.877036,12/01/2002,0,101,Never underestimate an overachiever.,6.5,27
The Incredibly True Adventure of Two Girls In Love,The Incredibly True Adventure of Two Girls In Love,,0,en,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,1.70819,16/06/1995,0,94,,5.7,13
Chuck & Buck,Chuck & Buck,,0,en,"Buck is a man-child who has lived his existence in a life of kindergarten collages and lollipops. Buck remembers his old childhood friend Chuck, with whom he feels a need to reconnect with after having invited him to his mother's funeral. Buck treks out to LA where Chuck, now a music record executive, is living his life. Buck ends up developing an obsession with Chuck and begins stalking him.",0.812855,21/01/2000,0,96,REMEMBER THOSE GAMES WE USED TO PLAY?,5.7,16
American Desi,American Desi,,250000,en,"This is a fun-loving romantic comedy reminiscent of the great teen films of the 80's.From Kris, an All-American boy from India, to Ajay, an Afro-Centric Hindu homeboy, to Farah, a devoutly religious but modern Muslim girl, 'American Desi' tells the story of a unique set of characters and their culture from a decidedly hip and youthful point of view.",0.126304,01/01/2001,0,100,,5,4
Amidst the Devil's Wings,Amidst the Devil's Wings,,300000,en,"Prequel to ""5th of a Degree.""",0.018087,01/12/2014,0,90,"Prequel to ""5th of a Degree.""",0,0
Cube,Cube,,250000,en,Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,44.656151,09/09/1997,501818,90,Don't look for a reason... Look for a way out.,6.9,1069
Love and Other Catastrophes,Love and Other Catastrophes,,0,it,A day in the life of two film-school students trying to find love and another house-mate.,0.619348,01/08/1996,0,78,,5.8,9
I Married a Strange Person!,I Married a Strange Person!,,250,en,"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man and his ability and sees a way to achieve world domination if only the man can be taken alive. Animated movie by Bill Plympton.",0.293649,28/08/1998,203,72,,7.5,12
November,November,,0,en,"Sophie Jacobs is going through the most difficult time of her life. Now, she just has to find out if it's real.",5.742359,22/07/2004,0,73,,4.9,11
Like Crazy,Like Crazy,http://www.likecrazy.com/,250000,en,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",21.825564,28/10/2011,3542353,90,I Want You. I Need You. I Love You. I Miss You.,6.4,381
Teeth and Blood,Teeth and Blood,,0,en,"A beautiful diva is murdered on the set of horror director Vincent Augustine's latest film ""Chapel Blood."" Somewhere between the crime scene and the coroner's van, the body mysteriously disappears. Meanwhile, the city's supply of donated blood is being dangerously depleted. Suspecting a connection between the events, detectives Mike Hung and Sasha Colfax go undercover at the studio to investigate. Their attempt to crack the case quickly turns into a desperate battle for survival when they uncover an age-old war between rival vampire covens that threatens to consume humanity in a final, grisly assault of Teeth and Blood!",0.055325,10/03/2015,0,96,,3,1
Sugar Town,Sugar Town,,0,en,"Look at the lives of struggling L.A. scene rock stars follows main character, Gwen, on her quest for the top. Working as an assistant to a film production designer, she tries to steal her boy friend who is a music producer by offering sexual favors. The producer meanwhile is trying to orchestrate a comeback for a former glam band comprised of Michael Des Barres, John Taylor and Martin Kemp. Rosanna Arquette plays the former movie star wife of the lead singer, who is fretting because she has just been offered the role as the mother of one of the new ingenious. Beverly D'Angelo also shows up as a millionairess who agrees to bankroll the group, but only if she gets a roll in the hay with the lead singer. All of the career problems, including drug proclivity, are represented in this film.",0.375423,17/09/1999,0,92,,5.5,2
The Motel,The Motel,,0,en,"Thirteen-year-old Ernest Chin lives and works at a sleazy hourly-rate motel on a strip of desolate suburban bi-way. Misunderstood by his family and blindly careening into puberty, Ernest befriends Sam Kim, a self-destructive yet charismatic Korean man who has checked in. Sam teaches the fatherless boy all the rites of manhood.",0.120505,01/01/2005,0,75,Out of Place in the Middle of Nowhere.,7,3
The Canyons,The Canyons,http://www.kickstarter.com/projects/1094772583/the-canyons,250000,en,"The discovery of an illicit love affair leads two young Angelenos on a violent, sexually charged tour through the dark side of human nature.",6.978907,29/07/2013,56825,99,It's not the hills.,4.1,75
On the Outs,On the Outs,http://www.ontheouts.com/,0,en,"Follows the choices made by three young women - one a drug dealer, one an addict, one a pregnant teen - in Jersey City.",0.493223,11/09/2004,0,86,A drug dealer. An addict. A runaway. The story of 3 girls.,5.9,6
Shotgun Stories,Shotgun Stories,http://www.shotgunstories.com/,0,en,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family.",5.251143,01/10/2007,0,92,Two families. One feud. No going back.,6.9,57
Exam,Exam,http://www.examthemovie.com/,0,en,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,20.265518,19/06/2009,0,101,How far would you go to win the ultimate job?,6.6,523
The Sticky Fingers of Time,The Sticky Fingers of Time,,250000,en,"A 1950s author (Terumi Matthews) is transported to 1990s Brooklyn, where she meets a woman (Nicole Zaray) who reads about her life.",0.130169,06/06/1997,0,90,,4.8,3
Sunday School Musical,Sunday School Musical,http://www.theasylum.cc/product.php?id=148,0,en,Two competing groups of high school students must rally together and enter a song and dance competition in order to save their church from closing.,0.46049,21/10/2008,0,93,,5.5,4
Rust,Rust,,0,en,"In the midst of a midlife crisis of faith, a man finds hope where he least expects it – his hometown. James Moore (Golden Globe nominee Corbin Bernsen) is a former pastor who returns home to discover a family new to the area has been killed in a mysterious fire, and his childhood friend is implicated in the murder. Convinced of his friend’s innocence, James sets out on a mission to find the truth… and in the process, rediscovers his own lost faith. An uplifting drama about faith, family, and the powerful ties that bind a community together.",0.399491,07/10/2010,0,94,,0,0
Ink,Ink,,250000,en,"Invisible forces exert power over us in our sleep. A mercenary named Ink, on a literal nightmare mission, captures the spirit of 8-year-old Emma in the dream world. To save her, the dream-givers marshal all their resources, focusing on saving the soul of Emma's tragically broken father.",5.217002,23/01/2009,0,106,dreams,6.4,101
The Christmas Bunny,The Christmas Bunny,http://www.thechristmasbunny.com/,250000,en,"The Christmas Bunny tells the story of a lonely foster child (Sophie Bolen) who finds a lost, injured rabbit in the woods on Christmas Eve. The rabbit is nursed back to health by The Bunny Lady (Florence Henderson), who runs a rabbit rescue in an old barn behind her Michigan farmhouse.",0.065103,28/11/2010,0,96,Everybody needs some bunny to love.,5.7,7
Butterfly,Butterfly,,0,en,"Orson Welles, as judge Rauch, holds a lengthy trial against Jess Tyler, a caretaker deserted by his wife ten years before, who's accused of improper relations with his daughter Kady. Complications follows when Wash, father of Kady's baby, comes back to take her away.",1.063615,05/02/1982,0,107,A Controversial Thriller of Murder and Revenge.,5,12
UnDivided,UnDivided,,0,en,"UnDivided documents the true story of how a suburban church unites with at-risk Roosevelt High School to create a beautiful transformation for students, the school and the volunteers serving it.",0.010607,01/02/2013,0,0,,0,0
The Frozen,The Frozen,,0,en,"After a harrowing snowmobile accident, a young couple is stranded in the woods and must survive while waiting for help to arrive. Events take a turn for the worse after the disappearance of Emma's boyfriend, leaving her on her own not only to battle the elements, but also to elude a mysterious hunter who is tracking her through the forest.",1.084387,10/10/2012,0,0,,4.2,14
Horse Camp,Horse Camp,,0,en,"What’s the matter with Kathy (Jordan Trovillion, Highland Park)? She’s your typical 17 year-old girl in search of something more in her life. It seems the only place she is going to find it is at Horse Camp. Her father Luke (Dean Cain, Lois &amp; Clark: The New Adventures of Superman) recognizes that she’s got it in her blood, a sensibility in her being - she understands horses just as much as they understand her. But at Horse Camp there is much more to learn, not only about horses, but about people and the many challenges of friendship.",0.172299,10/01/2015,0,108,The summer they'll never forget,5.5,2
Give Me Shelter,Give Me Shelter,http://www.give-me-shelter.com/,0,en,Give Me Shelter is a documentary to raise awareness for important animal issues around the world. This film uncovers the most prevalent issues in the animal world through the eyes of individuals dedicating their lives to them daily.,0.278981,24/06/2014,0,90,,0,0
The Big Parade,The Big Parade,,245000,en,"The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",0.785744,05/11/1925,22000000,151,,7,21
Little Big Top,Little Big Top,,0,en,"An aging out of work clown returns to his small hometown, resigned to spend the rest of his days in a drunken stupor. But when his passion for clowning is reawakened by the local amateur circus he finds his smile.",0.0921,01/01/2006,0,0,,10,1
Along the Roadside,Along the Roadside,,250,en,"Road movie about two young people from different parts of the world, their vastly different clashing cultures and their journey of self-discovery during the drive to the largest music festival in California.",0.166655,28/02/2013,0,118,,7.7,3
Bronson,Bronson,http://www.bronsonthemovie.com,230000,en,"A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.",18.450613,09/10/2008,2260712,92,The Man. The Myth. The Celebrity.,6.9,733
Western Religion,Western Religion,,0,en,"The year is 1879. Gunfighters from the far reaches of the globe descend on Religion, AZ to compete in a legendary poker tournament. Drawn by the gold prize, the players come to realize that in this game, their very souls are at stake.",0.58954,09/10/2015,0,106,"Your soul is at stake in Religion, Arizona.",0,0
Burn,Burn,http://detroitfirefilm.org/,225000,en,"A character-driven, action-packed documentary about Detroit, told through the eyes of the Detroit firefighters, the men and women charged with the thankless task of saving a city that many have written off as dead.",0.126676,01/11/2012,111300,86,One Year on the Front Lines of the Battle to Save Detroit,6.9,6
Urbania,Urbania,,0,en,"Charlie takes an odyssey through grief during a fall weekend in New York City. His encounters are planned and chance: with a homeless man who sleeps by his building, with a friend who's dying, with the couple who lives (and noisily loves) in the flat above him, with a bartender and a one-night-stand he follows home, and with a tattooed stranger whom he seeks out and befriends. Along the way, Charlie inhabits a city full of moments of violence and of stories and legends: a kidney thief, a microwaved poodle, a rat in a hot dog bun, a baby left on a car top, a tourist's toothbrush, needles in public-phone change slots. Charlie lives and tells his own stories. What caused his melancholy?",0.065155,24/01/2000,0,103,Heard any good stories lately?,5.2,10
The Stewardesses,The Stewardesses,,100000,en,"The Stewardesses is a 1969 Softcore 3-D film. Produced on a budget of just over $100,000, the film grossed over $27,000,000 (USD) in 1970 dollars, becoming the most profitable 3-D film ever released. This has now been passed by James Camerons Avatar.",1.183892,25/07/1969,27000000,69,The Unpublishable Novel Is Now America's Most Controversial Film!,4.3,5
"The Beast from 20,000 Fathoms","The Beast from 20,000 Fathoms",,210000,en,"The Beast from 20,000 Fathoms is a 1953 science fiction film directed by Eugène Lourié and stars Paul Christian, Paula Raymond and Cecil Kellaway with visual effects by Ray Harryhausen. The film is about an atomic bomb test in the Arctic Circle that unfreezes a hibernating fictional dinosaur, a Rhedosaurus, that begins to wreak havoc in New York City.",2.043661,13/06/1953,5000000,80,It's alive !,6.7,41
Mad Max,Mad Max,,400000,en,"In a dystopian future Australia, a vicious biker gang murders a cop's family, and makes his fight with them personal.",33.142185,12/04/1979,100000000,93,The Maximum Force Of The Future,6.6,1213
Swingers,Swingers,,200000,en,"This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",13.971674,18/10/1996,4505922,94,Cocktails first. Questions later.,6.8,253
